Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ABRN,Arbor Realty Trust,25.09,n/a,2014,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abrn
ARC,"ARC Document Solutions, Inc.",4.31,$198.15M,2004,Consumer Services US,Professional Services,http://www.nasdaq.com/symbol/arc
ARCX,Arc Logistic Partners LP,14.06,$271.39M,2013,Energy US,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx
MT,ArcelorMittal,7.26,$22.19B,n/a,Basic Industries US,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt
ARH^C,Arch Capital Group Ltd.,25.2667,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arh^c
ARCH,"Arch Coal, Inc.",84.68,$2.12B,2016,Energy US,Coal Mining,http://www.nasdaq.com/symbol/arch
ADM,Archer-Daniels-Midland Company,42.88,$24.67B,n/a,Consumer Non-Durables US,Packaged Foods,http://www.nasdaq.com/symbol/adm
AROC,"Archrock, Inc.",12.5,$870.38M,n/a,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/aroc
ARNC,Arconic Inc.,19.09,$8.37B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arnc
ARNC^B,Arconic Inc.,31.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arnc^b
ARCO,Arcos Dorados Holdings Inc.,5.3,$1.12B,2011,Consumer Services US,Restaurants,http://www.nasdaq.com/symbol/arco
ASC,Ardmore Shipping Corporation,6.4,$214.88M,2013,Transportation US,Marine Transportation US,http://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,25.23,$201.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc
ARU,Ares Capital Corporation,25.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aru
ACRE,Ares Commercial Real Estate Corporation,13.33,$379.68M,2012,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",14.35,$336.95M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,16.9,$3.58B,2014,Finance US,Investment Managers,http://www.nasdaq.com/symbol/ares
ARES^A,Ares Management L.P.,23.925,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",62.45,$938.78M,n/a,Basic Industries US,Engineering & Construction,http://www.nasdaq.com/symbol/agx
ANET,"Arista Networks, Inc.",87.83,$6.17B,2014,Technology US,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,15.74,$362.52M,n/a,Finance US,Finance US/Investors Services,http://www.nasdaq.com/symbol/ai
AIC,Arlington Asset Investment Corp,22.85,n/a,2015,Finance US,Finance US/Investors Services,http://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,23.11,n/a,n/a,Finance US,Finance US/Investors Services,http://www.nasdaq.com/symbol/aiw
AHH,"Armada Hoffler Properties, Inc.",14.1,$513.6M,2013,Finance US,Real Estate,http://www.nasdaq.com/symbol/ahh
ARR,"ARMOUR Residential REIT, Inc.",22.28,$817.97M,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr
ARR^A,"ARMOUR Residential REIT, Inc.",23.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a
ARR^B,"ARMOUR Residential REIT, Inc.",22.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",17.17,$477.79M,2016,Consumer Non-Durables US,Plastic Products,http://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,40.15,$2.22B,n/a,Consumer Non-Durables US,Plastic Products,http://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",65.11,$5.83B,n/a,Consumer Non-Durables US,Electronic Components,http://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,52.12,$9.27B,n/a,Finance US,Specialty Insurers,http://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,26.95,$2.01B,2013,Finance US,Investment Managers,http://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,11.22,$216.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,57.95,$1.28B,2002,Consumer Durables US,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg
AHP,"Ashford Hospitality Prime, Inc.",12.97,$336.82M,2013,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp
AHP^B,"Ashford Hospitality Prime, Inc.",21.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahp^b
AHT,Ashford Hospitality Trust Inc,6.61,$635.74M,2003,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht
AHT^A,Ashford Hospitality Trust Inc,24.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^a
AHT^D,Ashford Hospitality Trust Inc,24.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,22.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^g
ASH,Ashland Global Holdings Inc.,108.22,$6.72B,n/a,Consumer Durables US,Specialty Chemicals,http://www.nasdaq.com/symbol/ash
APB,"Asia Pacific Fund, Inc. (The)",9.92,$102.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb
GRR,"Asia Tigers Fund, Inc. (The)",9.38,$32.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr
ASPN,"Aspen Aerogels, Inc.",3.78,$88.33M,2014,Consumer Services US,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,51.8,$3.12B,2003,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl
AHL^A.CL,Aspen Insurance Holdings Limited,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^a.cl
AHL^B,Aspen Insurance Holdings Limited,25.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^b
AHL^C,Aspen Insurance Holdings Limited,25.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,22.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,22.75,$3.42B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,24.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,21.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^d
AC,"Associated Capital Group, Inc.",34.7,$879.34M,2015,Finance US,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",86.01,$4.9B,2004,Finance US,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz
AGO,Assured Guaranty Ltd.,34.79,$4.54B,2004,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,25.6056,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,24.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f
AF,Astoria Financial Corporation,15.87,$1.61B,n/a,Finance US,Savings Institutions,http://www.nasdaq.com/symbol/af
AF^C,Astoria Financial Corporation,24.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af^c
AZN,Astrazeneca PLC,27.65,$69.95B,n/a,Health Care US,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,11.4,$688.18M,2016,Consumer Services US,Home Furnishings,http://www.nasdaq.com/symbol/home
T,AT&T Inc.,36.13,$221.87B,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/t
ATTO,Atento S.A.,8.2,$604.76M,2014,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto
ATKR,Atkore International Group Inc.,20.58,$1.29B,2016,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.4,$280.87M,n/a,Energy US,Electric Utilities: Central,http://www.nasdaq.com/symbol/at
ATO,Atmos Energy US Corporation,70.91,$7.36B,n/a,Public Utilities US,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato
ATW,"Atwood Oceanics, Inc.",8.06,$522.29M,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/atw
AUO,AU Optronics Corp,3.48,$3.35B,2002,Technology US,Semiconductors,http://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,22.61,$2.56B,2013,Technology US,EDP Services,http://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",96.91,$8.55B,n/a,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",45.83,$4.63B,n/a,Consumer Durables US,Automotive Aftermarket,http://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",729.36,$21.05B,n/a,Consumer Services US,Other Specialty Stores,http://www.nasdaq.com/symbol/azo
AVB,"AvalonBay Communities, Inc.",171.2,$23.51B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",36.49,$11.28B,2015,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr
ACP,Avenue Income Credit Strategies Fund,12.02,$157.15M,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,Avery Dennison Corporation,70.75,$6.3B,n/a,Consumer Durables US,Containers/Packaging,http://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,7.09,$883.58M,2013,Transportation US,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,40.16,$2.58B,n/a,Public Utilities US,Power Generation,http://www.nasdaq.com/symbol/ava
AV,Aviva plc,11.7,$23.74B,n/a,Finance US,Life Insurance,http://www.nasdaq.com/symbol/av
AVV.CL,Aviva plc,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/avv.cl
AVT,"Avnet, Inc.",44.31,$5.66B,n/a,Consumer Non-Durables US,Electronic Components,http://www.nasdaq.com/symbol/avt
AVP,"Avon Products, Inc.",5.53,$2.42B,n/a,Consumer Non-Durables US,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,14.99,$2.51B,n/a,Capital Goods US,Electrical Products,http://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,25.85,$6.22B,2014,Basic Industries US,Paints/Coatings,http://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,62.28,$5.51B,2003,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs
AXS^C,Axis Capital Holdings Limited,25.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^c
AXS^D,Axis Capital Holdings Limited,23.4432,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d
AXON          ,Axovant Sciences Ltd.,13.38,$1.33B,2015,Health Care US,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon
AZRE,Azure Power Global Limited,17.06,$442.13M,2016,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,62.8,$1.63B,n/a,Consumer Durables US,Building Products,http://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",40.5,$2.69B,n/a,Consumer Non-Durables US,Packaged Foods,http://www.nasdaq.com/symbol/bgs
BW,Babcock,15.71,$764.85M,2015,Capital Goods US,Building Products,http://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,17.47,$350.41M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",35.85,$1.04B,n/a,Capital Goods US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi
BHI,Baker Hughes Incorporated,58.99,$24.94B,n/a,Energy US,Metal Fabrications,http://www.nasdaq.com/symbol/bhi
BBN,BalckRock Taxable Municipal Bond Trust,20.58,$1.18B,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,76.17,$13.31B,n/a,Consumer Durables US,Containers/Packaging,http://www.nasdaq.com/symbol/bll
BGE^B,Baltimore Gas & Electric Company,25.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bge^b
BANC,"Banc of California, Inc.",14.45,$718.53M,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/banc
BANC^C,"Banc of California, Inc.",25.4422,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c
BANC^D,"Banc of California, Inc.",25.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",24.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,6.38,$41.34B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,8.5,$47.02B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,7.99,$44.2B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,67.37,$11.03B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",28.48,$1.12B,1992,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,7.4,$56.65B,2009,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,22.43,$10.57B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/bsac
SAN,"Banco Santander, S.A.",4.6,$66.4B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/san
SAN^A,"Banco Santander, S.A.",25.2949,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a
SAN^B,"Banco Santander, S.A.",23.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b
SAN^C,"Banco Santander, S.A.",24.945,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c
SAN^I,"Banco Santander, S.A.",24.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,33.01,$7.94B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/cib
BXS,"BancorpSouth, Inc.",28.45,$2.66B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,20.08,$202.91B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
BAC^A,Bank of America Corporation,24.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^a
BAC^C,Bank of America Corporation,24.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^c
BAC^D,Bank of America Corporation,24.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,21.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1128.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,25.29,n/a,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,25.26,n/a,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,19.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,19.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,24.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,21.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,21.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,85.95,$3.67B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,63.93,$41.28B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),28.6,$1.52B,2016,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),47.53,$50.26B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),23.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),51.58,$62.23B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/bns
RATE,"Bankrate, Inc.",10.35,$932.88M,2011,Technology US,EDP Services,http://www.nasdaq.com/symbol/rate
BKU,"BankUnited, Inc.",34.49,$3.59B,2011,Finance US,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,10.55,$44.69B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/bcs
BCS^A,Barclays PLC,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^a
BCS^D,Barclays PLC,25.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
MCI,Barings Corporate Investors,16.51,$326.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,14.663,$152.04M,1988,n/a,n/a,http://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",10.48,$482.84M,2015,Consumer Services US,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",11.8,$863.97M,n/a,Consumer Services US,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",44.19,$2.38B,n/a,Capital Goods US,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,"Barracuda Networks, Inc.",23.79,$1.24B,2013,Technology US,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,14.64,$17.06B,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,"Basic Energy US Services, Inc.",0.3498,$14.96M,2005,Energy US,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,45.02,$24.49B,n/a,Health Care US,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy US Corp,3.83,$807.04M,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,42.85,$34.77B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,23.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,23.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,23.0501,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,23.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,23.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,17.75,$3.18B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,21.1,$351.93M,n/a,Finance US,Real Estate,http://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",42.03,$36.57B,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",11.8,$390.38M,1994,Capital Goods US,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",162.8,$34.66B,n/a,Health Care US,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDC,Belden Inc,71.22,$3B,n/a,Basic Industries US,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,104.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,0.753,$185.44M,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,12.75,$1.3B,n/a,Consumer Services US,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",48.8,$4.57B,n/a,Consumer Durables US,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",27.2,$1.33B,n/a,Technology US,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",32.4,$1.01B,n/a,Finance US,Banks,http://www.nasdaq.com/symbol/bhlb
BBY,"Best Buy Co., Inc.",39.94,$12.67B,n/a,Consumer Services US,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BGCA,"BGC Partners, Inc.",25.9833,n/a,2012,Finance US,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,37.74,$100.43B,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,33.46,$89.04B,n/a,Energy US,Coal Mining,http://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",51.3,$2.28B,n/a,Consumer Services US,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,465.16,$961.47M,n/a,Consumer Services US,Restaurants,http://www.nasdaq.com/symbol/bh
BBG,Bill Barrett Corporation,6.35,$382.27M,2004,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg
BIOA,BioAmber Inc.,4.75,$136.98M,2013,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/bioa
BIOA.WS,BioAmber Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bioa.ws
BIO,"Bio-Rad Laboratories, Inc.",169.3,$5B,n/a,Capital Goods US,BioTechnology US: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,22.58,$1.6B,2010,Technology US,EDP Services,http://www.nasdaq.com/symbol/bita
BKH,Black Hills Corporation,58.38,$3.1B,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkh
BKHU,Black Hills Corporation,65.08,n/a,2015,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkhu
BKFS,"Black Knight Financial Services, Inc.",35.75,$5.5B,2015,Technology US,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bkfs
BSM,"Black Stone Minerals, L.P.",17.65,$3.37B,2015,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/bsm
BJZ,Blackrock California Municipal 2018 Term Trust,15.0208,$96.63M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bjz
BFZ,BlackRock California Municipal Income Trust,14.46,$461.17M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,13,$573.58M,2004,n/a,n/a,http://www.nasdaq.com/symbol/cii
